# file format intended for conversion to featureXML through OpenMS FileConverter
scan	time	mz	accurateMZ	mass	intensity	charge	chargeStates	kl	background	median	peaks	scanFirst	scanLast	scanCount	totalIntensity	sumSquaresDist	description
1186	401.6051578322815	423.93972506342476	423.9396503765261	845.8647478192922	927522.4537669998	2	0	1.0	0.0	0.0	2	488	503	14	927522.4537669998	0.0	""
1187	401.65385849219484	457.8706115309925	457.87055007144744	1370.5898208137023	384365.33903880697	3	0	1.0	0.0	0.0	2	489	502	13	384365.33903880697	0.0	""
1188	403.7713991794938	758.2205716458309	758.2201423698046	757.2128659029247	100460.67593443568	1	0	1.0	0.0	0.0	2	494	502	8	100460.67593443568	0.0	""
1189	406.4034333077701	818.2114906826274	818.2107931366726	817.2035166697926	472254.04392208357	1	0	1.0	0.0	0.0	2	498	519	19	472254.04392208357	0.0	""
1190	404.64993635566753	447.09873134913784	447.0970316002128	446.0897551333328	1553511.3709742138	1	0	1.0	0.0	0.0	3	500	523	24	1553511.3709742138	0.0	""
1191	404.87347617440577	448.3493675232796	448.34939146290736	447.34211499602736	6019761.815438755	1	0	1.0	0.0	0.0	2	500	518	19	6019761.815438755	0.0	""
1192	404.7320325577182	457.8704933400166	457.8701279987392	1370.5885545955775	236274.3799400414	3	0	1.0	0.0	0.0	2	503	514	9	236274.3799400414	0.0	""
1193	404.62720675870673	692.7754658731253	692.7753881964738	1383.5362234591878	2378371.483600958	2	0	1.0	0.0	0.0	3	500	517	18	2378371.483600958	0.0	""
1194	403.4663446830011	495.8326245023285	495.83199005812105	494.82471359124105	595095.415886228	1	0	1.0	0.0	0.0	2	500	514	12	595095.415886228	0.0	""
1195	405.1888459140322	610.1832817987558	610.1816122141757	609.1743357472958	704260.5162589762	1	0	1.0	0.0	0.0	3	499	516	16	704260.5162589762	0.0	""
1196	405.82116054216937	651.1440174193917	651.1431865344547	650.1359100675747	458299.5821243262	1	0	1.0	0.0	0.0	2	500	514	14	458299.5821243262	0.0	""
1197	406.4669033191237	423.9395195397456	423.93951977109384	1691.7289732168554	1370360.091493687	4	0	1.0	0.0	0.0	3	501	515	12	1370360.091493687	0.0	""
1198	407.80365029112556	407.92009359678264	407.9206773976864	1220.7402027924193	64321.05207650725	3	0	1.0	0.0	0.0	2	508	515	6	64321.05207650725	0.0	""
1199	408.2760571341787	467.8375824393315	467.8372988137631	466.8300223468831	142202.05076947153	1	0	1.0	0.0	0.0	2	510	516	6	142202.05076947153	0.0	""
1200	406.76719794616514	434.8813888306026	434.88143178465936	433.87415531777935	4526405.465251198	1	0	1.0	0.0	0.0	2	493	523	24	4526405.465251198	0.0	""
1201	405.2694896147146	505.0858499814986	505.08477131722304	504.07749485034304	856217.7783050019	1	0	1.0	0.0	0.0	3	500	516	15	856217.7783050019	0.0	""
1202	406.86540438609165	408.5297012030522	408.5297052129674	1222.567286238262	153264.81806432686	3	0	1.0	0.0	0.0	2	506	515	8	153264.81806432686	0.0	""
1203	407.5481701029883	427.9479209554421	427.94794180501674	1707.762661352547	182552.41429653438	4	0	1.0	0.0	0.0	2	511	517	6	182552.41429653438	0.0	""
1204	407.42659065038515	439.84299288526296	439.84264484899205	438.83536838211205	765108.451154533	1	0	1.0	0.0	0.0	2	504	524	21	765108.451154533	0.0	""
1205	414.05686299068645	608.2091666671568	608.2069366576654	607.1996601907855	3324342.9985360485	1	0	1.0	0.0	0.0	2	500	551	39	3324342.9985360485	0.0	""
1206	404.2693054202815	460.17172259400616	460.1701664888866	459.1628900220066	2778195.848724275	1	0	1.0	0.0	0.0	2	500	531	32	2778195.848724275	0.0	""
1207	407.62923053052435	525.9028337704783	525.902430030576	1574.6854606910883	242705.23810714	3	0	1.0	0.0	0.0	2	513	523	9	242705.23810714	0.0	""
1208	409.497986709822	611.1839499880857	611.1831342825778	610.1758578156979	117882.24268872703	1	0	1.0	0.0	0.0	2	517	525	7	117882.24268872703	0.0	""
1209	408.1450807444726	503.10659198205434	503.1050987522373	502.0978222853573	2303372.1418110696	1	0	1.0	0.0	0.0	3	500	526	24	2303372.1418110696	0.0	""
1210	409.9751583148579	461.16874344289874	461.1685898895823	460.1613134227023	405040.48457159975	1	0	1.0	0.0	0.0	2	519	530	11	405040.48457159975	0.0	""
1211	407.8239854147729	431.0854383871762	431.08516599546965	430.07788952858965	1171004.4812335414	1	0	1.0	0.0	0.0	2	500	527	28	1171004.4812335414	0.0	""
1212	410.08727882490285	744.191928502873	744.1909567385825	743.1836802717025	2948070.8530039494	1	0	1.0	0.0	0.0	2	500	535	36	2948070.8530039494	0.0	""
1213	407.51841724997956	509.88719665648387	509.88714098379864	1526.639593550756	814632.4485972694	3	0	1.0	0.0	0.0	2	501	528	23	814632.4485972694	0.0	""
1214	407.5080579934998	463.1463172822504	463.14535025181493	462.13807378493493	1877341.2605420977	1	0	1.0	0.0	0.0	2	500	531	32	1877341.2605420977	0.0	""
1215	411.6545190277887	652.1450461427371	652.1443014742239	651.1370250073439	114257.2034541911	1	0	1.0	0.0	0.0	2	515	527	9	114257.2034541911	0.0	""
1216	409.65520615569255	457.87032615621314	457.8703104440097	1370.5891019313892	352901.83871728985	3	0	1.0	0.0	0.0	2	516	532	11	352901.83871728985	0.0	""
1217	412.5880402622581	692.7756991553644	692.7754983779291	1383.5364438220984	2777069.0648380667	2	0	1.0	0.0	0.0	3	510	533	17	2777069.0648380667	0.0	""
1218	412.81156043710354	693.2773404533341	693.2767569102787	1384.5389608867974	593679.7342293154	2	0	1.0	0.0	0.0	2	527	537	9	593679.7342293154	0.0	""
1219	411.17410339480404	423.9393360246531	423.9392126430015	1691.727744704486	1596797.2365228124	4	0	1.0	0.0	0.0	4	515	528	12	1596797.2365228124	0.0	""
1220	412.79089508196967	577.125350688768	577.1249116036136	576.1176351367336	1744111.5409493656	1	0	1.0	0.0	0.0	2	500	538	39	1744111.5409493656	0.0	""
1221	411.240916154333	447.09876273343883	447.0982062498416	446.0909297829616	983869.5009219468	1	0	1.0	0.0	0.0	2	519	535	16	983869.5009219468	0.0	""
1222	412.4952351448212	611.1840255849086	611.1816830508858	610.1744065840059	140281.57943194208	1	0	1.0	0.0	0.0	2	526	531	5	140281.57943194208	0.0	""
1223	413.44745747357484	427.9477278356295	427.94775410991383	1707.7619105721353	186138.6682542158	4	0	1.0	0.0	0.0	2	528	537	7	186138.6682542158	0.0	""
1224	412.5485561279501	745.1897668784203	745.1885529264699	744.18127645959	245445.94970040306	1	0	1.0	0.0	0.0	2	524	534	9	245445.94970040306	0.0	""
1225	413.6136776176542	409.43763880450376	409.4361132597235	408.4288367928435	91957.96523990143	1	0	1.0	0.0	0.0	2	528	534	5	91957.96523990143	0.0	""
1226	412.63483159122893	505.0858097335723	505.0852913150097	504.0780148481297	1219086.8813910368	1	0	1.0	0.0	0.0	2	515	536	21	1219086.8813910368	0.0	""
1227	413.51435470330813	651.143902332895	651.1434955719608	650.1362191050808	270933.04715160275	1	0	1.0	0.0	0.0	2	525	535	11	270933.04715160275	0.0	""
1228	411.6922410797743	509.8869268417686	509.88672373016675	1526.6383417898603	603785.7863658076	3	0	1.0	0.0	0.0	2	524	537	14	603785.7863658076	0.0	""
1229	414.64733761061444	525.9029976783874	525.9029254813527	1574.686947043418	249724.78975920804	3	0	1.0	0.0	0.0	2	530	540	8	249724.78975920804	0.0	""
1230	415.46235084160134	409.1838772421208	409.1853323718663	1632.7122236199452	85432.647717249	4	0	1.0	0.0	0.0	2	537	539	3	85432.647717249	0.0	""
1231	415.1150171438608	457.87043628575987	457.87043207012726	1370.589466809742	216055.53700077964	3	0	1.0	0.0	0.0	2	535	546	12	216055.53700077964	0.0	""
1232	413.6705266988169	423.9393791034086	423.9394925565219	1691.7288643585675	2790042.5940477382	4	0	1.0	0.0	0.0	3	528	556	29	2790042.5940477382	0.0	""
1233	418.68965731442864	424.44059991637755	424.44056290395855	1693.7331457483142	336946.54065612366	4	0	1.0	0.0	0.0	2	541	552	10	336946.54065612366	0.0	""
1234	415.57461296794855	521.1160046465862	521.1155377933218	520.1082613264418	140035.85090733063	1	0	1.0	0.0	0.0	2	532	541	10	140035.85090733063	0.0	""
1235	412.8175064217895	671.1718726616657	671.1717116355893	670.1644351687094	1161827.969129634	1	0	1.0	0.0	0.0	2	522	545	24	1161827.969129634	0.0	""
1236	415.50245329207485	439.8429367137553	439.8423563810495	438.8350799141695	336630.9377336055	1	0	1.0	0.0	0.0	2	531	543	10	336630.9377336055	0.0	""
1237	416.1185901808164	460.221405042562	460.2212910483986	1377.6420437445558	52888.76280723263	3	0	1.0	0.0	0.0	2	539	542	3	52888.76280723263	0.0	""
1238	412.36709236687915	503.10656197660916	503.1050143987829	502.0977379319029	2432946.9713952756	1	0	1.0	0.0	0.0	3	522	550	27	2432946.9713952756	0.0	""
1239	416.0596891400405	578.125725606826	578.1247104006444	577.1174339337645	330624.92089646804	1	0	1.0	0.0	0.0	2	528	547	18	330624.92089646804	0.0	""
1240	416.3998963932022	610.1832174677351	610.1830146136209	609.175738146741	682569.1489110667	1	0	1.0	0.0	0.0	2	534	548	15	682569.1489110667	0.0	""
1241	418.2691721750115	427.94761465689544	427.947409232024	1707.7605310605759	312370.19178748585	4	0	1.0	0.0	0.0	3	537	550	10	312370.19178748585	0.0	""
1242	416.21669000732186	745.1897105311295	745.1887298937927	744.1814534269128	319574.9924599032	1	0	1.0	0.0	0.0	2	533	545	10	319574.9924599032	0.0	""
1243	416.826075127793	463.14630675358825	463.14504577268264	462.13776930580264	1283936.749027548	1	0	1.0	0.0	0.0	2	532	552	21	1283936.749027548	0.0	""
1244	414.0506510179923	579.1042433463538	579.1036553487478	578.0963788818678	705527.6529441915	1	0	1.0	0.0	0.0	2	525	549	21	705527.6529441915	0.0	""
1245	418.27744521348444	460.220753360904	460.2210223019934	1377.6412375053403	49097.378824417705	3	0	1.0	0.0	0.0	2	544	547	3	49097.378824417705	0.0	""
1246	417.2199942281326	525.9030049722916	525.9026925639483	1574.6862482912052	357403.00664414896	3	0	1.0	0.0	0.0	2	539	548	10	357403.00664414896	0.0	""
1247	417.4824644980794	817.2111217664202	817.2102677654686	816.2029912985887	508720.894922036	1	0	1.0	0.0	0.0	2	541	549	8	508720.894922036	0.0	""
1248	417.75532119393836	408.93407745352806	408.93407407465287	1631.7071904310915	132733.55482514438	4	0	1.0	0.0	0.0	2	542	548	6	132733.55482514438	0.0	""
1249	418.25030026396064	463.12979280077104	463.1291845530817	462.1219080862017	355079.76280942943	1	0	1.0	0.0	0.0	2	541	550	7	355079.76280942943	0.0	""
1250	417.509733508638	495.83260048550824	495.8324540234414	494.8251775565614	1115530.5264088076	1	0	1.0	0.0	0.0	2	535	557	23	1115530.5264088076	0.0	""
1251	418.9141231940223	447.09872843251566	447.09818006631366	446.09090359943366	1079234.253929349	1	0	1.0	0.0	0.0	2	536	552	17	1079234.253929349	0.0	""
1252	419.87208114420446	576.5896494266126	576.5899627578353	1726.748058872866	387674.6858291578	3	0	1.0	0.0	0.0	2	542	557	12	387674.6858291578	0.0	""
1253	419.8077787850269	526.2370081242418	526.237072192149	1575.689387175807	223074.9739485083	3	0	1.0	0.0	0.0	2	548	558	10	223074.9739485083	0.0	""
1254	419.72157394533303	671.172160380118	671.1716295249014	670.1643530580214	636474.0526784752	1	0	1.0	0.0	0.0	2	546	557	12	636474.0526784752	0.0	""
1255	414.3961040631228	460.1715046857055	460.1690429200778	459.1617664531978	2647771.8074387945	1	0	1.0	0.0	0.0	2	531	563	32	2647771.8074387945	0.0	""
1256	420.6812007707884	505.08610919098066	505.0852134841334	504.0779370172534	887637.9369143432	1	0	1.0	0.0	0.0	2	537	556	19	887637.9369143432	0.0	""
1257	418.728822330856	693.2768030967898	693.2765366549305	1384.5385203761011	1575172.2658114433	2	0	1.0	0.0	0.0	2	534	559	22	1575172.2658114433	0.0	""
1258	420.0923758628452	609.2067258516865	609.2064420909952	608.1991656241153	752006.1455304936	1	0	1.0	0.0	0.0	2	539	558	20	752006.1455304936	0.0	""
1259	417.04199237045106	534.1907457822556	534.1896836948728	533.1824072279928	1499114.8500435692	1	0	1.0	0.0	0.0	2	540	570	31	1499114.8500435692	0.0	""
1260	420.98194967069395	424.44010703373266	424.44029602199976	1693.732078220479	172763.09227086836	4	0	1.0	0.0	0.0	2	553	561	6	172763.09227086836	0.0	""
1261	420.5067292006798	463.1294014781557	463.1283579042618	462.1210814373818	478966.930849109	1	0	1.0	0.0	0.0	3	551	562	10	478966.930849109	0.0	""
1262	422.48118909483003	544.8059267195215	544.8057367673557	1087.5969206009515	1084510.831667856	2	0	1.0	0.0	0.0	2	539	562	18	1084510.831667856	0.0	""
1263	422.39271208641884	504.1072537103935	504.10507805065555	503.09780158377555	541489.1313434317	1	0	1.0	0.0	0.0	2	543	563	16	541489.1313434317	0.0	""
1264	420.54027428250413	457.8705018634179	457.8705454742564	1370.5898070221292	216946.53150731913	3	0	1.0	0.0	0.0	2	551	560	6	216946.53150731913	0.0	""
1265	422.7057816320189	817.2116785609909	817.21111854452	816.20384207764	905325.4222033741	1	0	1.0	0.0	0.0	2	549	564	16	905325.4222033741	0.0	""
1266	419.8430573846377	610.1833191471452	610.1828448963404	609.1755684294604	594598.0449151323	1	0	1.0	0.0	0.0	2	546	566	15	594598.0449151323	0.0	""
1267	422.86286176259813	509.55312936912196	509.5530438113783	1525.637302033495	591865.8132511328	3	0	1.0	0.0	0.0	2	551	568	13	591865.8132511328	0.0	""
1268	424.4347102271296	889.2309459322167	889.2289213166913	888.2216448498114	305622.17408452136	1	0	1.0	0.0	0.0	3	559	569	9	305622.17408452136	0.0	""
1269	422.95449059735165	537.1655844884752	537.16484449514	536.15756802826	679907.0278501316	1	0	1.0	0.0	0.0	2	550	565	16	679907.0278501316	0.0	""
1270	423.8046551001651	495.8326829318888	495.8325181819904	494.8252417151104	520845.8436208436	1	0	1.0	0.0	0.0	2	558	568	11	520845.8436208436	0.0	""
1271	424.0577962061634	578.126108681502	578.1245959255003	577.1173194586204	250337.76421171858	1	0	1.0	0.0	0.0	2	555	567	12	250337.76421171858	0.0	""
1272	424.81036618305103	544.8057912394326	544.8057677281055	1087.596982522451	694157.1897231508	2	0	1.0	0.0	0.0	2	559	574	12	694157.1897231508	0.0	""
1273	424.47232146071553	525.9029835223163	525.9029748977825	1574.6870952927077	772242.860944997	3	0	1.0	0.0	0.0	2	549	572	23	772242.860944997	0.0	""
1274	421.5091598057062	447.09882105251637	447.09719341517837	446.08991694829837	1454922.9731458393	1	0	1.0	0.0	0.0	3	551	571	19	1454922.9731458393	0.0	""
1275	423.7579554847799	579.7715592846664	579.7715271508791	1157.5285013679984	484732.2771849517	2	0	1.0	0.0	0.0	2	561	571	11	484732.2771849517	0.0	""
1276	425.5858658374372	463.12945459039327	463.1292369987325	462.1219605318525	781533.6896963838	1	0	1.0	0.0	0.0	2	559	573	15	781533.6896963838	0.0	""
1277	424.1942149932647	576.5898015172205	576.5897333865075	1726.7473707588827	519653.711388218	3	0	1.0	0.0	0.0	2	556	569	12	519653.711388218	0.0	""
1278	425.50429387415164	671.172363080571	671.1720379856293	670.1647615187494	777759.5886251847	1	0	1.0	0.0	0.0	2	558	572	15	777759.5886251847	0.0	""
1279	421.44503473950397	499.7445498380481	499.74451782145235	997.4744827091447	4.6613518887285404E7	2	0	1.0	0.0	0.0	3	528	673	146	4.6613518887285404E7	0.0	""
1280	425.21219580923633	693.2767281345697	693.2763219371176	1384.5380909404753	1372235.5415251863	2	0	1.0	0.0	0.0	2	560	581	21	1372235.5415251863	0.0	""
1281	426.32137061479096	608.2092470244636	608.207428089521	607.2001516226411	2419031.1539306752	1	0	1.0	0.0	0.0	3	552	583	32	2419031.1539306752	0.0	""
1282	426.0348384248855	651.1439782551887	651.1432678173059	650.1359913504259	313337.87272981025	1	0	1.0	0.0	0.0	2	563	579	11	313337.87272981025	0.0	""
1283	427.7778226944188	448.0992187967422	448.09739839933803	447.09012193245803	272702.0665808966	1	0	1.0	0.0	0.0	2	570	580	10	272702.0665808966	0.0	""
1284	426.96964905460953	446.7650321442101	446.76453190632157	1337.2717663183248	248256.13530553068	3	0	1.0	0.0	0.0	2	572	576	5	248256.13530553068	0.0	""
1285	427.26471155890886	509.88717236890506	509.8870896995197	1526.6394396979192	192668.20013765956	3	0	1.0	0.0	0.0	2	569	575	7	192668.20013765956	0.0	""
1286	426.864003395811	521.1165501372128	521.1153661502391	520.1080896833591	96145.42570096799	1	0	1.0	0.0	0.0	2	572	577	5	96145.42570096799	0.0	""
1287	426.0999243943011	578.125983394741	578.1250765822009	577.117800115321	274954.4975493992	1	0	1.0	0.0	0.0	2	568	579	12	274954.4975493992	0.0	""
1288	426.39518460995845	503.10659982129755	503.10539135889644	502.09811489201644	2597871.977270975	1	0	1.0	0.0	0.0	3	551	587	30	2597871.977270975	0.0	""
1289	427.1941644912229	500.74660683471234	500.7464384635422	999.4783239933244	738693.0450110814	2	0	1.0	0.0	0.0	2	571	582	12	738693.0450110814	0.0	""
1290	426.1459570178052	461.16864088055144	461.1685043703605	460.1612279034805	653814.803786061	1	0	1.0	0.0	0.0	2	564	580	17	653814.803786061	0.0	""
1291	426.98836596604855	428.1979558026087	428.19818960678845	1708.7636525596338	220068.537307602	4	0	1.0	0.0	0.0	2	570	580	9	220068.537307602	0.0	""
1292	430.6087177193316	537.1655794854051	537.1646697241961	536.1573932573161	1125070.3719893792	1	0	1.0	0.0	0.0	2	566	589	24	1125070.3719893792	0.0	""
1293	428.68826163824315	432.06800526606094	432.0659013139308	431.0586248470508	96913.30755322688	1	0	1.0	0.0	0.0	2	576	584	7	96913.30755322688	0.0	""
1294	427.5490142192767	505.0860467081261	505.0853689488033	504.0780924819233	1553514.8427544213	1	0	1.0	0.0	0.0	3	557	585	29	1553514.8427544213	0.0	""
1295	428.702256811232	576.9243353233621	576.9243647593565	1727.7512648774298	277145.6364715825	3	0	1.0	0.0	0.0	2	576	588	11	277145.6364715825	0.0	""
1296	429.13482821258015	693.7772126950384	693.7770409375362	1385.5395289413125	295438.02730412077	2	0	1.0	0.0	0.0	2	578	588	11	295438.02730412077	0.0	""
1297	428.8853550578782	745.1916087961824	745.1890866118734	744.1818101449935	255779.30071466166	1	0	1.0	0.0	0.0	2	573	588	9	255779.30071466166	0.0	""
1298	429.04143211747646	521.1159466837415	521.1150605181333	520.1077840512534	96068.56464043993	1	0	1.0	0.0	0.0	2	580	585	5	96068.56464043993	0.0	""
1299	429.44786568057515	578.1258863236392	578.124361172415	577.117084705535	167356.15666803758	1	0	1.0	0.0	0.0	2	577	586	7	167356.15666803758	0.0	""
1300	426.5045420021146	816.2127848808059	816.2102425674182	815.2029661005382	3074568.2888985206	1	0	1.0	0.0	0.0	3	564	591	27	3074568.2888985206	0.0	""
1301	431.2052178202062	545.3074203235125	545.3075740955735	1088.600595257387	127018.58391103512	2	0	1.0	0.0	0.0	2	583	593	9	127018.58391103512	0.0	""
1302	429.94491922281395	408.9340971748013	408.93415458204254	1631.7075124606502	246373.4031812318	4	0	1.0	0.0	0.0	2	576	589	12	246373.4031812318	0.0	""
1303	428.5427025461656	447.0988788222783	447.0983672829943	446.0910908161143	1254582.4482267953	1	0	1.0	0.0	0.0	2	577	599	23	1254582.4482267953	0.0	""
1304	427.75673310043726	495.83261873330133	495.832248539663	494.824972072783	1079569.463776986	1	0	1.0	0.0	0.0	2	569	590	22	1079569.463776986	0.0	""
1305	434.6888423461905	505.08604418403496	505.0851515689537	504.0778751020737	884012.0904709462	1	0	1.0	0.0	0.0	3	584	599	14	884012.0904709462	0.0	""
1306	430.4664374929765	525.9032498113976	525.9030045557049	1574.6871842664748	435879.45729496604	3	0	1.0	0.0	0.0	2	581	594	11	435879.45729496604	0.0	""
1307	428.45912981692834	534.1907050862563	534.189748989424	533.182472522544	1311641.9630623139	1	0	1.0	0.0	0.0	2	571	599	29	1311641.9630623139	0.0	""
1308	431.3185618842475	423.939553738372	423.9395088589915	1691.728929568446	2056028.352453465	4	0	1.0	0.0	0.0	3	582	599	18	2056028.352453465	0.0	""
1309	431.14254543139197	457.87024158946025	457.87027229729347	1370.5889874912405	193519.22806738855	3	0	1.0	0.0	0.0	2	578	594	14	193519.22806738855	0.0	""
1310	432.3962566220072	745.186849986156	745.1862626829148	744.1789862160349	146992.00389072625	1	0	1.0	0.0	0.0	2	587	593	5	146992.00389072625	0.0	""
1311	432.539036070795	480.5360957973348	480.5361280094249	1438.5865546276348	382756.6355169362	3	0	1.0	0.0	0.0	2	585	600	14	382756.6355169362	0.0	""
1312	428.6487979925404	609.20702604707	609.2066124110607	608.1993359441808	998431.5907456785	1	0	1.0	0.0	0.0	2	576	599	24	998431.5907456785	0.0	""
1313	433.2989992768507	495.83263082769173	495.83229678165014	494.82502031477014	439193.43768711615	1	0	1.0	0.0	0.0	2	591	599	9	439193.43768711615	0.0	""
1314	434.6896045425172	580.1052994173892	580.1037688457391	579.0964923788591	151675.56251037196	1	0	1.0	0.0	0.0	2	589	599	10	151675.56251037196	0.0	""
1315	434.68411041140064	433.3302085051376	433.3303909406201	432.3231144737401	214501.24182352066	1	0	1.0	0.0	0.0	2	596	602	5	214501.24182352066	0.0	""
1316	434.1410109137179	439.84304242546546	439.8427988588954	438.8355223920154	374397.56239788036	1	0	1.0	0.0	0.0	2	589	599	11	374397.56239788036	0.0	""
1317	433.98121639554023	461.1685611686001	461.1683402720373	460.1610638051573	787599.1508570232	1	0	1.0	0.0	0.0	2	581	600	19	787599.1508570232	0.0	""
1318	431.80108475553914	503.10659513848856	503.1052038348914	502.0979273680114	1648840.3538056386	1	0	1.0	0.0	0.0	3	581	599	19	1648840.3538056386	0.0	""
1319	433.74362520362615	537.1659132904954	537.1646157036428	536.1573392367628	523536.7977698236	1	0	1.0	0.0	0.0	2	590	599	10	523536.7977698236	0.0	""
1320	434.6860141017912	597.153338905981	597.1529665336749	596.1456900667949	313379.6568494509	1	0	1.0	0.0	0.0	2	594	599	6	313379.6568494509	0.0	""
1321	432.123644913969	671.1722926203151	671.1716960883068	670.1644196214269	1561893.9503226161	1	0	1.0	0.0	0.0	2	573	610	27	1561893.9503226161	0.0	""
1322	434.3451383434083	692.7756354101689	692.7753768655643	1383.5362007973688	1574423.9061007071	2	0	1.0	0.0	0.0	3	582	599	18	1574423.9061007071	0.0	""
1323	432.30766243029916	816.2128811755703	816.2097623370562	815.2024858701762	1579388.2899891445	1	0	1.0	0.0	0.0	4	587	604	13	1579388.2899891445	0.0	""
1324	434.348484259208	889.2307263199056	889.2296446627806	888.2223681959007	322339.09612780716	1	0	1.0	0.0	0.0	2	591	605	14	322339.09612780716	0.0	""
1325	435.3203821955771	451.56151369614	451.5613311284356	1351.662163984667	130980.73434088843	3	0	1.0	0.0	0.0	2	592	605	7	130980.73434088843	0.0	""
1326	434.5244143304046	427.37730825495066	427.3774132379427	426.3701367710627	174696.82862467965	1	0	1.0	0.0	0.0	2	596	604	8	174696.82862467965	0.0	""
1327	435.62643982650434	480.5361193819261	480.53595812292184	1438.5860449681256	212686.6591230937	3	0	1.0	0.0	0.0	3	600	605	6	212686.6591230937	0.0	""
1328	435.4467500657512	610.1830241884398	610.1828742549203	609.1755977880404	335560.5322325707	1	0	1.0	0.0	0.0	2	598	607	8	335560.5322325707	0.0	""
1329	435.31286212152065	684.2013901572196	684.2010167934876	683.1937403266077	243002.41390771355	1	0	1.0	0.0	0.0	2	600	609	8	243002.41390771355	0.0	""
1330	435.3162716369066	503.106426635038	503.1060649070596	502.0987884401796	875655.125676775	1	0	1.0	0.0	0.0	2	600	611	12	875655.125676775	0.0	""
1331	436.7315027877097	537.1655757250275	537.1645695211895	536.1572930543095	533640.7162652311	1	0	1.0	0.0	0.0	2	600	611	12	533640.7162652311	0.0	""
1332	440.2686779071819	579.2695777187048	579.2694338146663	1156.5243146955727	500207.29255232314	2	0	1.0	0.0	0.0	3	609	620	10	500207.29255232314	0.0	""
1333	436.81180463668306	579.269613194782	579.2696164794414	1156.524680025123	617885.8255968874	2	0	1.0	0.0	0.0	2	600	611	12	617885.8255968874	0.0	""
1334	435.9571516155595	408.9348147328642	408.93446119911755	1631.7087389289502	197189.78493269294	4	0	1.0	0.0	0.0	2	602	611	9	197189.78493269294	0.0	""
1335	436.65330063773706	469.26777531249525	469.26777184840853	936.5209907630571	857997.8101089012	2	0	1.0	0.0	0.0	2	600	612	13	857997.8101089012	0.0	""
1336	437.55896302782577	464.12913344156493	464.12678545027495	463.11950898339495	82214.13226469584	1	0	1.0	0.0	0.0	2	606	610	4	82214.13226469584	0.0	""
1337	437.7840413334364	692.7756380442929	692.7755207514857	1383.5364885692115	2054868.950837837	2	0	1.0	0.0	0.0	3	600	619	20	2054868.950837837	0.0	""
1338	436.5409858214496	744.1915438844292	744.189955676777	743.1826792098971	1054443.8711848613	1	0	1.0	0.0	0.0	2	594	612	17	1054443.8711848613	0.0	""
1339	435.3133890266838	461.16818114015126	461.168076477733	460.160800010853	436931.78494554176	1	0	1.0	0.0	0.0	2	600	609	10	436931.78494554176	0.0	""
1340	436.99623489874386	495.8324033211486	495.8317777978598	494.8245013309798	585137.0544913132	1	0	1.0	0.0	0.0	2	599	615	14	585137.0544913132	0.0	""
1341	436.400386629878	505.0858039451337	505.0851849908831	504.0779085240031	727763.5969275525	1	0	1.0	0.0	0.0	2	600	615	14	727763.5969275525	0.0	""
1342	438.01461670206373	463.1462224983949	463.14444087748706	462.13716441060706	1020544.1067319909	1	0	1.0	0.0	0.0	2	600	617	18	1020544.1067319909	0.0	""
1343	439.34608337569904	500.7467389903972	500.74639004081723	999.4782271478745	215813.72656718732	2	0	1.0	0.0	0.0	2	611	617	7	215813.72656718732	0.0	""
1344	440.75856692521586	610.1828280285589	610.1825516671552	609.1752752002752	593460.4822105467	1	0	1.0	0.0	0.0	2	608	625	14	593460.4822105467	0.0	""
1345	436.5494525905159	423.9395433514162	423.9394989589056	1691.7288899681023	2605945.339437827	4	0	1.0	0.0	0.0	3	600	632	24	2605945.339437827	0.0	""
1346	438.02186194801664	427.94765182690094	427.94763853290635	1707.7614482641054	412354.00994983886	4	0	1.0	0.0	0.0	3	607	627	16	412354.00994983886	0.0	""
1347	439.17029894570317	447.0986303547928	447.09604434141386	446.08876787453386	750275.833575407	1	0	1.0	0.0	0.0	3	604	618	15	750275.833575407	0.0	""
1348	438.02985568272214	480.53618799523264	480.5358607776057	1438.5857529321772	296738.67723937647	3	0	1.0	0.0	0.0	2	606	619	10	296738.67723937647	0.0	""
1349	436.9062460578895	608.209525329781	608.2074222096251	607.2001457427451	2152692.5843779244	1	0	1.0	0.0	0.0	3	600	626	27	2152692.5843779244	0.0	""
1350	439.6306196137303	439.84297487209386	439.8426071381002	438.8353306712202	669843.9784833007	1	0	1.0	0.0	0.0	2	600	619	18	669843.9784833007	0.0	""
1351	439.50720651067337	578.1260456894339	578.1248729466413	577.1175964797613	196310.86294331902	1	0	1.0	0.0	0.0	2	608	618	9	196310.86294331902	0.0	""
1352	439.08643376395514	744.1921744824799	744.1913741077932	743.1840976409133	796402.8189759708	1	0	1.0	0.0	0.0	2	609	618	10	796402.8189759708	0.0	""
1353	439.4429161913996	526.2371720917323	526.2370944975149	1575.689454091905	343439.40588009614	3	0	1.0	0.0	0.0	2	611	624	13	343439.40588009614	0.0	""
1354	440.19906252995656	555.242642593016	555.2425238164955	1662.7057420488463	469307.3538091594	3	0	1.0	0.0	0.0	2	601	620	16	469307.3538091594	0.0	""
1355	439.25827761757887	817.21114668975	817.2103363662684	816.2030598993884	1845290.428359085	1	0	1.0	0.0	0.0	2	600	625	26	1845290.428359085	0.0	""
1356	443.5347526362672	447.09886283610285	447.09851043885874	446.09123397197874	756613.7931153034	1	0	1.0	0.0	0.0	2	617	629	13	756613.7931153034	0.0	""
